t0,t1,close_price_up,close_price_variation,prive_variation,volumeFrom,pos
2018-10-09 23:59:59, 2018-10-09 23:59:59, false, -0.0373, 0.0106, 0.3156, true
2018-10-10 00:00:00, 2018-10-10 00:00:52, true, 0.0053, 0.0062, -0.4017, true
2018-10-10 00:01:00, 2018-10-10 00:01:59, false, -0.0020, 0.0100, -0.1476, true
2018-10-10 00:02:00, 2018-10-10 00:02:59, true, 0.0005, 0.0014, -0.0030, true
2018-10-10 00:03:17, 2018-10-10 00:03:59, true, 0.0133, 0.0141, 0.0372, true
2018-10-10 00:04:00, 2018-10-10 00:04:59, false, -0.0127, 0.0182, 1.2785, true
2018-10-10 00:05:00, 2018-10-10 00:05:46, false, -0.0577, 0.0135, -0.1277, true
2018-10-10 00:06:13, 2018-10-10 00:06:40, false, -0.0215, 0.0038, -0.9128, true
2018-10-10 00:07:02, 2018-10-10 00:07:59, false, -0.0002, 0.0021, 0.0252, true
2018-10-10 00:08:00, 2018-10-10 00:08:59, false, -0.0023, 0.0006, -0.2290, true
2018-10-10 00:09:01, 2018-10-10 00:09:59, false, -0.0005, 0.0082, 1.0787, true
2018-10-10 00:10:05, 2018-10-10 00:10:59, false, -0.0118, 0.0036, -0.2293, true
2018-10-10 00:11:01, 2018-10-10 00:11:59, false, -0.0296, 0.0041, -0.9207, true
2018-10-10 00:12:02, 2018-10-10 00:12:29, true, 0.0433, 0.0475, 0.1935, true
2018-10-10 00:13:00, 2018-10-10 00:13:54, true, 0.0055, 0.0553, -0.1988, true
2018-10-10 00:14:00, 2018-10-10 00:14:58, false, -0.0017, 0.0127, 1.1614, true
2018-10-10 00:15:00, 2018-10-10 00:15:59, true, 0.0038, 0.0179, -1.1456, true
2018-10-10 00:16:00, 2018-10-10 00:16:55, false, -0.0038, 0.0045, 0.0105, true
2018-10-10 00:17:00, 2018-10-10 00:17:59, false, -0.0089, 0.0000, 0.4606, true
2018-10-10 00:18:00, 2018-10-10 00:18:58, false, -0.0018, 0.0009, -0.4450, true
2018-10-10 00:19:00, 2018-10-10 00:19:36, false, -0.0062, 0.0000, -0.0327, true
2018-10-10 00:20:02, 2018-10-10 00:20:48, false, -0.0099, 0.0002, 0.2468, true
2018-10-10 00:21:00, 2018-10-10 00:21:51, false, -0.0388, 0.0008, 2.2262, true
2018-10-10 00:22:00, 2018-10-10 00:22:59, false, -0.2694, -0.0094, 4.5153, true
2018-10-10 00:23:00, 2018-10-10 00:23:59, false, -0.1370, 0.0026, 2.2583, true
2018-10-10 00:24:00, 2018-10-10 00:24:52, true, 0.0254, 0.0338, -7.3758, true
2018-10-10 00:25:00, 2018-10-10 00:25:47, false, -0.0085, 0.0268, -1.0582, true
2018-10-10 00:26:04, 2018-10-10 00:26:47, true, 0.0394, 0.0425, -0.0735, true
2018-10-10 00:27:11, 2018-10-10 00:27:59, true, 0.0510, 0.0883, 0.4269, true
2018-10-10 00:28:01, 2018-10-10 00:28:44, true, 0.0216, 0.0706, -0.5051, true
2018-10-10 00:29:00, 2018-10-10 00:29:45, false, -0.0170, 0.0236, -0.0030, true
2018-10-10 00:30:00, 2018-10-10 00:30:57, false, -0.0327, 0.0067, -0.3951, true
2018-10-10 00:31:14, 2018-10-10 00:31:34, true, 0.0462, 0.0493, -0.1995, true
2018-10-10 00:32:00, 2018-10-10 00:32:27, false, -0.0125, 0.0435, 0.3877, true
2018-10-10 00:33:00, 2018-10-10 00:33:59, false, -0.0073, 0.0106, -0.3217, true
2018-10-10 00:34:02, 2018-10-10 00:34:31, false, -0.0033, 0.0000, 0.7596, true
2018-10-10 00:35:01, 2018-10-10 00:35:58, false, -0.0073, 0.0008, -0.8661, true
2018-10-10 00:36:07, 2018-10-10 00:36:59, false, -0.0117, 0.0000, 2.5654, true
2018-10-10 00:37:00, 2018-10-10 00:37:59, true, 0.0114, 0.0173, -1.9638, true
2018-10-10 00:38:00, 2018-10-10 00:38:45, false, -0.0143, 0.0120, -0.2822, true
2018-10-10 00:39:01, 2018-10-10 00:39:59, true, 0.0090, 0.0119, -0.1028, true
2018-10-10 00:40:00, 2018-10-10 00:40:45, true, 0.0249, 0.0431, 0.8159, true
2018-10-10 00:41:00, 2018-10-10 00:41:59, true, 0.0053, 0.0304, -0.8849, true
2018-10-10 00:42:00, 2018-10-10 00:42:59, true, 0.0514, 0.0569, 0.8965, true
2018-10-10 00:43:02, 2018-10-10 00:43:59, true, 0.0135, 0.0676, -0.7418, true
