t0,t1,close_price_uṕ,close_price_variation,price_variation,volumefrom,pos
2018-09-19 03:00:59, 2018-09-19 03:01:59, false, -0.0038, 0.0220, -0.5956, true
2018-09-19 03:01:59, 2018-09-19 03:02:59, false, -0.0057, 0.0000, -0.0082, true
2018-09-19 03:02:59, 2018-09-19 03:03:59, false, -0.0453, 0.0000, -0.0431, true
2018-09-19 03:03:59, 2018-09-19 03:04:59, false, -0.0030, 0.0017, -0.0055, true
2018-09-19 03:04:59, 2018-09-19 03:05:59, false, -0.0041, 0.0016, 0.0249, true
2018-09-19 03:05:44, 2018-09-19 03:06:44, true, 0.0123, 0.0170, 0.0403, true
2018-09-19 11:06:59, 2018-09-19 11:07:59, false, -0.0197, 0.0036, -0.0814, true
2018-09-19 11:07:59, 2018-09-19 11:08:59, false, -0.0176, 0.0019, 0.0744, true
2018-09-19 11:08:59, 2018-09-19 11:09:59, true, 0.0168, 0.0216, 0.0192, true
2018-09-19 11:09:59, 2018-09-19 11:10:59, true, 0.0071, 0.0301, 0.0710, true
2018-09-19 11:10:23, 2018-09-19 11:11:23, false, -0.0324, 0.0119, 0.6408, true
2018-09-19 06:11:58, 2018-09-19 06:12:58, false, -0.0348, 0.0008, -0.2109, true
2018-09-19 12:12:59, 2018-09-19 12:13:59, false, -0.0397, 0.0003, -0.2125, true
2018-09-19 12:13:59, 2018-09-19 12:14:59, true, 0.0047, 0.0136, -0.0701, true
2018-09-19 12:14:59, 2018-09-19 12:15:59, true, 0.0399, 0.0468, 1.1921, true
2018-09-19 12:15:59, 2018-09-19 12:16:59, true, 0.0142, 0.0633, -1.0362, true
2018-09-19 12:16:59, 2018-09-19 12:17:59, true, 0.0049, 0.0235, -0.0213, true
2018-09-19 12:17:59, 2018-09-19 12:18:59, true, 0.0872, 0.0923, 2.1696, true
2018-09-19 12:18:59, 2018-09-19 12:19:59, false, -0.0250, 0.0905, -2.2270, true
2018-09-19 12:19:27, 2018-09-19 12:20:27, false, -0.0228, 0.0220, 0.1450, true
2018-09-19 09:20:59, 2018-09-19 09:21:59, true, 0.0043, 0.0305, -0.4877, true
2018-09-19 09:21:59, 2018-09-19 09:22:59, false, -0.0203, 0.0025, 2.0337, true
2018-09-19 09:22:59, 2018-09-19 09:23:59, true, 0.0317, 0.0376, -1.8570, true
2018-09-19 09:23:59, 2018-09-19 09:24:59, false, -0.0043, 0.0383, -0.2864, true
2018-09-19 09:24:59, 2018-09-19 09:25:59, false, -0.0157, 0.0019, 0.2074, true
2018-09-19 09:25:59, 2018-09-19 09:26:59, false, -0.0189, 0.0294, 0.1520, true
2018-09-19 09:26:59, 2018-09-19 09:27:59, false, -0.0326, 0.0030, -0.1382, true
2018-09-19 09:27:59, 2018-09-19 09:28:59, false, -0.0321, 0.0027, 0.2180, true
2018-09-19 09:28:33, 2018-09-19 09:29:33, true, 0.0538, 0.0539, -0.0129, true
2018-09-19 04:29:59, 2018-09-19 04:30:59, true, 0.0036, 0.0063, -0.1183, true
2018-09-19 04:30:59, 2018-09-19 04:31:59, false, -0.0038, 0.0052, -0.3003, true
2018-09-19 06:31:59, 2018-09-19 06:32:59, false, -0.0046, 0.0252, -0.0339, true
2018-09-19 06:32:59, 2018-09-19 06:33:59, false, -0.0488, 0.0051, 0.8140, true
2018-09-19 06:33:59, 2018-09-19 06:34:59, false, -0.0210, 0.0191, -0.9261, true
2018-09-19 06:34:59, 2018-09-19 06:35:59, false, -0.0223, 0.0022, 0.2156, true
2018-09-19 06:35:58, 2018-09-19 06:36:58, false, -0.0114, 0.0014, -0.5192, true
2018-09-19 06:36:57, 2018-09-19 06:37:57, false, -0.0326, 0.0000, 2.5789, true
2018-09-19 06:37:59, 2018-09-19 06:38:59, false, -0.0144, 0.0866, -2.2937, true
2018-09-19 06:38:59, 2018-09-19 06:39:59, false, -0.0353, 0.0090, 0.0699, true
2018-09-19 06:39:58, 2018-09-19 06:40:58, true, 0.0335, 0.0349, 0.2917, true
2018-09-19 06:40:03, 2018-09-19 06:41:03, true, 0.0030, 0.0517, 0.2431, true
2018-09-19 04:41:58, 2018-09-19 04:42:58, false, -0.0050, 0.0131, 0.4386, true
2018-09-19 04:42:59, 2018-09-19 04:43:59, true, 0.0214, 0.0219, 0.6350, true
2018-09-19 03:43:59, 2018-09-19 03:44:59, false, -0.0069, 0.0076, -0.0162, true
2018-09-19 03:44:59, 2018-09-19 03:45:59, false, -0.0058, 0.0063, -0.0384, true
2018-09-19 03:45:59, 2018-09-19 03:46:59, true, 0.0008, 0.0071, -0.0293, true
2018-09-19 03:46:58, 2018-09-19 03:47:58, true, 0.0082, 0.0096, 1.0119, true
2018-09-19 03:47:59, 2018-09-19 03:48:59, true, 0.0096, 0.0274, -0.9590, true
2018-09-19 03:48:58, 2018-09-19 03:49:58, true, 0.0022, 0.0127, 0.2883, true
2018-09-19 03:49:58, 2018-09-19 03:50:58, false, -0.0083, 0.0030, -0.3409, true
2018-09-19 03:50:59, 2018-09-19 03:51:59, true, 0.0082, 0.0082, 0.6377, true
2018-09-19 03:51:59, 2018-09-19 03:52:59, true, 0.0209, 0.0599, 2.5716, true
2018-09-19 03:52:52, 2018-09-19 03:53:52, true, 0.0806, 0.1046, -2.0508, true
2018-09-19 03:53:59, 2018-09-19 03:54:59, true, 0.1089, 0.2131, 0.6893, true
2018-09-19 03:54:59, 2018-09-19 03:55:59, false, -0.1091, 0.1015, 0.0871, true
2018-09-19 03:55:58, 2018-09-19 03:56:58, true, 0.0027, 0.0088, -1.5809, true
2018-09-19 03:56:59, 2018-09-19 03:57:59, false, -0.0115, 0.0028, 0.0720, true
2018-09-19 03:57:59, 2018-09-19 03:58:59, true, 0.0104, 0.0288, -0.0437, true
2018-09-19 02:58:58, 2018-09-19 02:59:58, false, -0.0283, 0.0107, 0.0962, true
2018-09-19 02:59:59, 2018-09-19 03:00:59, true, 0.0137, 0.0297, 0.4571, true
